"county","population","tmean_avg","ppt_avg","year","cases"
"KINGS",151724,17.6097433320157,16.0794740265573,"2019",216
"KINGS",152132,17.6097433320157,16.0794740265573,"2020",156
"KINGS",151570,17.6097433320157,16.0794740265573,"2021",168
"KINGS",151351,17.6097433320157,16.0794740265573,"2022",168
"KINGS",152322,17.6097433320157,16.0794740265573,"2023",264
"LOS ANGELES",9500000,18.283111099731,28.9154050476463,"2001",72
"LOS ANGELES",8800000,18.283111099731,28.9154050476463,"2002",84
"LOS ANGELES",8909091,18.283111099731,28.9154050476463,"2003",96
"LOS ANGELES",9250000,18.283111099731,28.9154050476463,"2004",144
"LOS ANGELES",9333333,18.283111099731,28.9154050476463,"2005",228
"LOS ANGELES",9142857,18.283111099731,28.9154050476463,"2006",192
"LOS ANGELES",9176471,18.283111099731,28.9154050476463,"2007",156
"LOS ANGELES",9333333,18.283111099731,28.9154050476463,"2008",228
"LOS ANGELES",9200000,18.283111099731,28.9154050476463,"2009",180
"LOS ANGELES",9240000,18.283111099731,28.9154050476463,"2010",228
"LOS ANGELES",9151515,18.283111099731,28.9154050476463,"2011",300
"LOS ANGELES",9454545,18.283111099731,28.9154050476463,"2012",312
"LOS ANGELES",9388889,18.283111099731,28.9154050476463,"2013",336
"LOS ANGELES",9575000,18.283111099731,28.9154050476463,"2014",384
"LOS ANGELES",9472727,18.283111099731,28.9154050476463,"2015",516
"LOS ANGELES",9520000,18.283111099731,28.9154050476463,"2016",720
"LOS ANGELES",9536842,18.283111099731,28.9154050476463,"2017",912
"LOS ANGELES",9576923,18.283111099731,28.9154050476463,"2018",996
"LOS ANGELES",9578947,18.283111099731,28.9154050476463,"2019",1092
"LOS ANGELES",9560748,18.283111099731,28.9154050476463,"2020",1020
"LOS ANGELES",9380952,18.283111099731,28.9154050476463,"2021",1380
"LOS ANGELES",9246835,18.283111099731,28.9154050476463,"2022",1464
"LOS ANGELES",9227586,18.283111099731,28.9154050476463,"2023",1344
"MADERA",127273,16.4805968115702,30.6931819436079,"2001",12
"MADERA",128571,16.4805968115702,30.6931819436079,"2002",24
"MADERA",132530,16.4805968115702,30.6931819436079,"2003",12
"MADERA",136364,16.4805968115702,30.6931819436079,"2004",24
"MADERA",139785,16.4805968115702,30.6931819436079,"2005",24
"MADERA",143541,16.4805968115702,30.6931819436079,"2006",24
"MADERA",147059,16.4805968115702,30.6931819436079,"2007",24
"MADERA",148936,16.4805968115702,30.6931819436079,"2008",24
"MADERA",150289,16.4805968115702,30.6931819436079,"2009",24
"MADERA",150685,16.4805968115702,30.6931819436079,"2010",36
"MADERA",151203,16.4805968115702,30.6931819436079,"2011",48
"MADERA",150000,16.4805968115702,30.6931819436079,"2012",24
"MADERA",151316,16.4805968115702,30.6931819436079,"2013",48
"MADERA",152838,16.4805968115702,30.6931819436079,"2014",36
"MADERA",152975,16.4805968115702,30.6931819436079,"2015",48
"MADERA",153125,16.4805968115702,30.6931819436079,"2016",48
"MADERA",154217,16.4805968115702,30.6931819436079,"2017",60
"MADERA",155496,16.4805968115702,30.6931819436079,"2018",60
"MADERA",155340,16.4805968115702,30.6931819436079,"2019",60
"MADERA",156028,16.4805968115702,30.6931819436079,"2020",24
"MADERA",156627,16.4805968115702,30.6931819436079,"2021",36
"MADERA",157182,16.4805968115702,30.6931819436079,"2022",60
"MADERA",158470,16.4805968115702,30.6931819436079,"2023",60
"MERCED",214286,16.8139786166598,23.874637195535,"2001",0
"MERCED",223881,16.8139786166598,23.874637195535,"2002",12
"MERCED",229730,16.8139786166598,23.874637195535,"2003",12
"MERCED",234043,16.8139786166598,23.874637195535,"2004",12
"MERCED",239437,16.8139786166598,23.874637195535,"2005",12
"MERCED",244444,16.8139786166598,23.874637195535,"2006",12
"MERCED",250000,16.8139786166598,23.874637195535,"2007",12
"MERCED",250000,16.8139786166598,23.874637195535,"2008",12
"MERCED",253521,16.8139786166598,23.874637195535,"2009",24
"MERCED",255605,16.8139786166598,23.874637195535,"2010",60
"MERCED",259804,16.8139786166598,23.874637195535,"2011",48
"MERCED",262712,16.8139786166598,23.874637195535,"2012",60
"MERCED",263415,16.8139786166598,23.874637195535,"2013",48
"MERCED",266010,16.8139786166598,23.874637195535,"2014",48
"MERCED",266862,16.8139786166598,23.874637195535,"2015",96
"MERCED",269103,16.8139786166598,23.874637195535,"2016",84
"MERCED",272265,16.8139786166598,23.874637195535,"2017",108
"MERCED",275100,16.8139786166598,23.874637195535,"2018",132
"MERCED",278215,16.8139786166598,23.874637195535,"2019",108
"MERCED",281139,16.8139786166598,23.874637195535,"2020",84
"MERCED",282230,16.8139786166598,23.874637195535,"2021",84
"MERCED",285124,16.8139786166598,23.874637195535,"2022",72
"MERCED",289673,16.8139786166598,23.874637195535,"2023",120
"MONTEREY",4e+05,13.9247598785279,32.4341314185183,"2001",12
"MONTEREY",4e+05,13.9247598785279,32.4341314185183,"2002",12
"MONTEREY",4e+05,13.9247598785279,32.4341314185183,"2003",0
"MONTEREY",409091,13.9247598785279,32.4341314185183,"2004",24
"MONTEREY",408451,13.9247598785279,32.4341314185183,"2005",24
"MONTEREY",404959,13.9247598785279,32.4341314185183,"2006",48
"MONTEREY",407407,13.9247598785279,32.4341314185183,"2007",36
"MONTEREY",408451,13.9247598785279,32.4341314185183,"2008",24
"MONTEREY",414894,13.9247598785279,32.4341314185183,"2009",36
"MONTEREY",414815,13.9247598785279,32.4341314185183,"2010",60
"MONTEREY",421384,13.9247598785279,32.4341314185183,"2011",72
"MONTEREY",424581,13.9247598785279,32.4341314185183,"2012",72
"MONTEREY",425926,13.9247598785279,32.4341314185183,"2013",72
"MONTEREY",428571,13.9247598785279,32.4341314185183,"2014",24
"MONTEREY",431818,13.9247598785279,32.4341314185183,"2015",36
"MONTEREY",436464,13.9247598785279,32.4341314185183,"2016",84
"MONTEREY",438356,13.9247598785279,32.4341314185183,"2017",192
"MONTEREY",439926,13.9247598785279,32.4341314185183,"2018",240
"MONTEREY",441315,13.9247598785279,32.4341314185183,"2019",192
"MONTEREY",439394,13.9247598785279,32.4341314185183,"2020",120
"MONTEREY",437500,13.9247598785279,32.4341314185183,"2021",120
"MONTEREY",434615,13.9247598785279,32.4341314185183,"2022",108
"MONTEREY",432749,13.9247598785279,32.4341314185183,"2023",144
"RIVERSIDE",1666667,19.4369799409769,18.8005664645218,"2001",24
"RIVERSIDE",1647059,19.4369799409769,18.8005664645218,"2002",24
"RIVERSIDE",1733333,19.4369799409769,18.8005664645218,"2003",24
"RIVERSIDE",1884615,19.4369799409769,18.8005664645218,"2004",48
"RIVERSIDE",1923077,19.4369799409769,18.8005664645218,"2005",48
"RIVERSIDE",2037037,19.4369799409769,18.8005664645218,"2006",60
"RIVERSIDE",2043478,19.4369799409769,18.8005664645218,"2007",48
"RIVERSIDE",2090909,19.4369799409769,18.8005664645218,"2008",48
"RIVERSIDE",2171429,19.4369799409769,18.8005664645218,"2009",72
"RIVERSIDE",2184211,19.4369799409769,18.8005664645218,"2010",84
"RIVERSIDE",2250000,19.4369799409769,18.8005664645218,"2011",72
"RIVERSIDE",2240000,19.4369799409769,18.8005664645218,"2012",60
"RIVERSIDE",2266667,19.4369799409769,18.8005664645218,"2013",36
"RIVERSIDE",2235294,19.4369799409769,18.8005664645218,"2014",36
"RIVERSIDE",2280000,19.4369799409769,18.8005664645218,"2015",60
"RIVERSIDE",2370370,19.4369799409769,18.8005664645218,"2016",60
"RIVERSIDE",2368421,19.4369799409769,18.8005664645218,"2017",132
"RIVERSIDE",2366667,19.4369799409769,18.8005664645218,"2018",144
"RIVERSIDE",2396694,19.4369799409769,18.8005664645218,"2019",288
"RIVERSIDE",2426357,19.4369799409769,18.8005664645218,"2020",312
"RIVERSIDE",2433155,19.4369799409769,18.8005664645218,"2021",456
"RIVERSIDE",2440559,19.4369799409769,18.8005664645218,"2022",348
"RIVERSIDE",2452941,19.4369799409769,18.8005664645218,"2023",420
"SAN DIEGO",2850000,17.4399574342892,24.2254626849108,"2001",60
"SAN DIEGO",2950000,17.4399574342892,24.2254626849108,"2002",60
"SAN DIEGO",2894737,17.4399574342892,24.2254626849108,"2003",60
"SAN DIEGO",2952381,17.4399574342892,24.2254626849108,"2004",60
"SAN DIEGO",2920000,17.4399574342892,24.2254626849108,"2005",72
"SAN DIEGO",2944444,17.4399574342892,24.2254626849108,"2006",48
"SAN DIEGO",3037037,17.4399574342892,24.2254626849108,"2007",84
"SAN DIEGO",3022222,17.4399574342892,24.2254626849108,"2008",132
"SAN DIEGO",3068182,17.4399574342892,24.2254626849108,"2009",132
"SAN DIEGO",3113636,17.4399574342892,24.2254626849108,"2010",132
"SAN DIEGO",3148936,17.4399574342892,24.2254626849108,"2011",144
"SAN DIEGO",3159091,17.4399574342892,24.2254626849108,"2012",144
"SAN DIEGO",3206897,17.4399574342892,24.2254626849108,"2013",96
"SAN DIEGO",3259259,17.4399574342892,24.2254626849108,"2014",84
"SAN DIEGO",3228571,17.4399574342892,24.2254626849108,"2015",108
"SAN DIEGO",3300000,17.4399574342892,24.2254626849108,"2016",132
"SAN DIEGO",3261905,17.4399574342892,24.2254626849108,"2017",276
"SAN DIEGO",3285714,17.4399574342892,24.2254626849108,"2018",276
"SAN DIEGO",3283465,17.4399574342892,24.2254626849108,"2019",420
"SAN DIEGO",3292857,17.4399574342892,24.2254626849108,"2020",456
"SAN DIEGO",3294118,17.4399574342892,24.2254626849108,"2021",444
"SAN DIEGO",3267717,17.4399574342892,24.2254626849108,"2022",420
"SAN DIEGO",3301471,17.4399574342892,24.2254626849108,"2023",444
"SAN JOAQUIN",578947,16.3194045977614,29.9981129378201,"2001",12
"SAN JOAQUIN",606061,16.3194045977614,29.9981129378201,"2002",24
"SAN JOAQUIN",629630,16.3194045977614,29.9981129378201,"2003",12
"SAN JOAQUIN",636364,16.3194045977614,29.9981129378201,"2004",24
"SAN JOAQUIN",650000,16.3194045977614,29.9981129378201,"2005",24
"SAN JOAQUIN",661017,16.3194045977614,29.9981129378201,"2006",36
"SAN JOAQUIN",671429,16.3194045977614,29.9981129378201,"2007",48
"SAN JOAQUIN",680000,16.3194045977614,29.9981129378201,"2008",36
"SAN JOAQUIN",682927,16.3194045977614,29.9981129378201,"2009",24
"SAN JOAQUIN",687500,16.3194045977614,29.9981129378201,"2010",60
"SAN JOAQUIN",693750,16.3194045977614,29.9981129378201,"2011",108
"SAN JOAQUIN",701923,16.3194045977614,29.9981129378201,"2012",72
"SAN JOAQUIN",708333,16.3194045977614,29.9981129378201,"2013",48
"SAN JOAQUIN",717647,16.3194045977614,29.9981129378201,"2014",60
"SAN JOAQUIN",729323,16.3194045977614,29.9981129378201,"2015",96
"SAN JOAQUIN",740310,16.3194045977614,29.9981129378201,"2016",192
"SAN JOAQUIN",750000,16.3194045977614,29.9981129378201,"2017",204
"SAN JOAQUIN",758621,16.3194045977614,29.9981129378201,"2018",240
"SAN JOAQUIN",771350,16.3194045977614,29.9981129378201,"2019",276
"SAN JOAQUIN",779070,16.3194045977614,29.9981129378201,"2020",132
"SAN JOAQUIN",783784,16.3194045977614,29.9981129378201,"2021",120
"SAN JOAQUIN",781955,16.3194045977614,29.9981129378201,"2022",108
"SAN JOAQUIN",788288,16.3194045977614,29.9981129378201,"2023",348
"SAN LUIS OBISPO",251397,14.7821339688815,35.5599209564615,"2001",48
"SAN LUIS OBISPO",254144,14.7821339688815,35.5599209564615,"2002",48
"SAN LUIS OBISPO",255639,14.7821339688815,35.5599209564615,"2003",72
"SAN LUIS OBISPO",258242,14.7821339688815,35.5599209564615,"2004",96
"SAN LUIS OBISPO",260116,14.7821339688815,35.5599209564615,"2005",96
"SAN LUIS OBISPO",261654,14.7821339688815,35.5599209564615,"2006",168
"SAN LUIS OBISPO",264331,14.7821339688815,35.5599209564615,"2007",84
"SAN LUIS OBISPO",266447,14.7821339688815,35.5599209564615,"2008",84
"SAN LUIS OBISPO",268041,14.7821339688815,35.5599209564615,"2009",72
"SAN LUIS OBISPO",269737,14.7821339688815,35.5599209564615,"2010",168
"SAN LUIS OBISPO",271722,14.7821339688815,35.5599209564615,"2011",168
"SAN LUIS OBISPO",274809,14.7821339688815,35.5599209564615,"2012",108
"SAN LUIS OBISPO",276042,14.7821339688815,35.5599209564615,"2013",48
"SAN LUIS OBISPO",278351,14.7821339688815,35.5599209564615,"2014",24
"SAN LUIS OBISPO",280172,14.7821339688815,35.5599209564615,"2015",60
"SAN LUIS OBISPO",281828,14.7821339688815,35.5599209564615,"2016",264
"SAN LUIS OBISPO",282134,14.7821339688815,35.5599209564615,"2017",444
"SAN LUIS OBISPO",283034,14.7821339688815,35.5599209564615,"2018",348
"SAN LUIS OBISPO",282700,14.7821339688815,35.5599209564615,"2019",264
"SAN LUIS OBISPO",282540,14.7821339688815,35.5599209564615,"2020",180
"SAN LUIS OBISPO",278583,14.7821339688815,35.5599209564615,"2021",168
"SAN LUIS OBISPO",279612,14.7821339688815,35.5599209564615,"2022",144
"SAN LUIS OBISPO",280992,14.7821339688815,35.5599209564615,"2023",240
"SANTA BARBARA",4e+05,15.2683247105287,35.581683404645,"2001",12
"SANTA BARBARA",407407,15.2683247105287,35.581683404645,"2002",12
"SANTA BARBARA",4e+05,15.2683247105287,35.581683404645,"2003",12
"SANTA BARBARA",406250,15.2683247105287,35.581683404645,"2004",12
"SANTA BARBARA",409836,15.2683247105287,35.581683404645,"2005",24
"SANTA BARBARA",412698,15.2683247105287,35.581683404645,"2006",24
"SANTA BARBARA",421053,15.2683247105287,35.581683404645,"2007",12
"SANTA BARBARA",423077,15.2683247105287,35.581683404645,"2008",12
"SANTA BARBARA",418605,15.2683247105287,35.581683404645,"2009",24
"SANTA BARBARA",423529,15.2683247105287,35.581683404645,"2010",36
"SANTA BARBARA",422222,15.2683247105287,35.581683404645,"2011",24
"SANTA BARBARA",428571,15.2683247105287,35.581683404645,"2012",24
"SANTA BARBARA",433962,15.2683247105287,35.581683404645,"2013",24
"SANTA BARBARA",441176,15.2683247105287,35.581683404645,"2014",12
"SANTA BARBARA",438596,15.2683247105287,35.581683404645,"2015",24
"SANTA BARBARA",442857,15.2683247105287,35.581683404645,"2016",60
"SANTA BARBARA",445736,15.2683247105287,35.581683404645,"2017",120
"SANTA BARBARA",447699,15.2683247105287,35.581683404645,"2018",108
"SANTA BARBARA",449102,15.2683247105287,35.581683404645,"2019",72
"SANTA BARBARA",450000,15.2683247105287,35.581683404645,"2020",60
"SANTA BARBARA",440000,15.2683247105287,35.581683404645,"2021",72
"SANTA BARBARA",440860,15.2683247105287,35.581683404645,"2022",36
"SANTA BARBARA",446701,15.2683247105287,35.581683404645,"2023",84
"STANISLAUS",444444,16.7934480034756,26.0560992592096,"2001",0
"STANISLAUS",470588,16.7934480034756,26.0560992592096,"2002",12
"STANISLAUS",484848,16.7934480034756,26.0560992592096,"2003",12
"STANISLAUS",485714,16.7934480034756,26.0560992592096,"2004",12
"STANISLAUS",5e+05,16.7934480034756,26.0560992592096,"2005",12
"STANISLAUS",5e+05,16.7934480034756,26.0560992592096,"2006",24
"STANISLAUS",513514,16.7934480034756,26.0560992592096,"2007",24
"STANISLAUS",517241,16.7934480034756,26.0560992592096,"2008",12
"STANISLAUS",514286,16.7934480034756,26.0560992592096,"2009",24
"STANISLAUS",514851,16.7934480034756,26.0560992592096,"2010",48
"STANISLAUS",517857,16.7934480034756,26.0560992592096,"2011",60
"STANISLAUS",525424,16.7934480034756,26.0560992592096,"2012",60
"STANISLAUS",527027,16.7934480034756,26.0560992592096,"2013",36
"STANISLAUS",529412,16.7934480034756,26.0560992592096,"2014",36
"STANISLAUS",533333,16.7934480034756,26.0560992592096,"2015",48
"STANISLAUS",540000,16.7934480034756,26.0560992592096,"2016",84
"STANISLAUS",547085,16.7934480034756,26.0560992592096,"2017",120
"STANISLAUS",550725,16.7934480034756,26.0560992592096,"2018",72
"STANISLAUS",551020,16.7934480034756,26.0560992592096,"2019",84
"STANISLAUS",553719,16.7934480034756,26.0560992592096,"2020",72
"STANISLAUS",553459,16.7934480034756,26.0560992592096,"2021",84
"STANISLAUS",549180,16.7934480034756,26.0560992592096,"2022",72
"STANISLAUS",547945,16.7934480034756,26.0560992592096,"2023",120
"TULARE",373737,17.2429213472987,21.6582263507962,"2001",72
"TULARE",381974,17.2429213472987,21.6582263507962,"2002",84
"TULARE",390710,17.2429213472987,21.6582263507962,"2003",144
"TULARE",4e+05,17.2429213472987,21.6582263507962,"2004",156
"TULARE",408497,17.2429213472987,21.6582263507962,"2005",120
"TULARE",416136,17.2429213472987,21.6582263507962,"2006",192
"TULARE",423645,17.2429213472987,21.6582263507962,"2007",168
"TULARE",431330,17.2429213472987,21.6582263507962,"2008",204
"TULARE",438697,17.2429213472987,21.6582263507962,"2009",228
"TULARE",441913,17.2429213472987,21.6582263507962,"2010",192
"TULARE",447917,17.2429213472987,21.6582263507962,"2011",132
"TULARE",450581,17.2429213472987,21.6582263507962,"2012",156
"TULARE",453125,17.2429213472987,21.6582263507962,"2013",120
"TULARE",455696,17.2429213472987,21.6582263507962,"2014",108
"TULARE",459770,17.2429213472987,21.6582263507962,"2015",120
"TULARE",462107,17.2429213472987,21.6582263507962,"2016",252
"TULARE",465490,17.2429213472987,21.6582263507962,"2017",288
"TULARE",467320,17.2429213472987,21.6582263507962,"2018",288
"TULARE",470387,17.2429213472987,21.6582263507962,"2019",408
"TULARE",472669,17.2429213472987,21.6582263507962,"2020",288
"TULARE",474886,17.2429213472987,21.6582263507962,"2021",312
"TULARE",475155,17.2429213472987,21.6582263507962,"2022",312
"TULARE",476241,17.2429213472987,21.6582263507962,"2023",456
"VENTURA",777778,16.5292503960512,30.0468458308599,"2001",24
"VENTURA",769231,16.5292503960512,30.0468458308599,"2002",12
"VENTURA",796296,16.5292503960512,30.0468458308599,"2003",48
"VENTURA",792453,16.5292503960512,30.0468458308599,"2004",84
"VENTURA",787879,16.5292503960512,30.0468458308599,"2005",24
"VENTURA",805556,16.5292503960512,30.0468458308599,"2006",24
"VENTURA",802198,16.5292503960512,30.0468458308599,"2007",72
"VENTURA",810345,16.5292503960512,30.0468458308599,"2008",48
"VENTURA",822581,16.5292503960512,30.0468458308599,"2009",48
"VENTURA",820513,16.5292503960512,30.0468458308599,"2010",60
"VENTURA",829268,16.5292503960512,30.0468458308599,"2011",36
"VENTURA",841121,16.5292503960512,30.0468458308599,"2012",96
"VENTURA",847826,16.5292503960512,30.0468458308599,"2013",36
"VENTURA",840000,16.5292503960512,30.0468458308599,"2014",48
"VENTURA",857143,16.5292503960512,30.0468458308599,"2015",48
"VENTURA",855263,16.5292503960512,30.0468458308599,"2016",60
"VENTURA",850993,16.5292503960512,30.0468458308599,"2017",252
"VENTURA",849817,16.5292503960512,30.0468458308599,"2018",228
"VENTURA",846154,16.5292503960512,30.0468458308599,"2019",372
"VENTURA",844444,16.5292503960512,30.0468458308599,"2020",264
"VENTURA",839286,16.5292503960512,30.0468458308599,"2021",192
"VENTURA",828767,16.5292503960512,30.0468458308599,"2022",240
"VENTURA",824363,16.5292503960512,30.0468458308599,"2023",288
